date	fed-o	fed	type	level	status	comment
1615219343	1	1	8	8	0	ON at time 1.000000 - OK
1615219344	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE0, Handle : 2 created - OK
1615219344	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE0"(2) with handle 1. Socket 7 - OK
1615219344	2	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615219344	2	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615219344	2	1	35	7	0	Publish Interaction Class = 4 - OK
1615219345	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE0, Handle : 3COSSIM_PROC_NET_NODE0 - Exception
1615219345	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE0"(2) with handle 2. Socket 9 - OK
1615219345	2	2	35	7	0	Publish Interaction Class = 3 - OK
1615219345	2	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615219345	2	2	15	8	0	Label "Init" ended - OK
1615219345	2	1	15	8	0	Label "Init" ended - OK
1615219346	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 4GLOBAL_SYNCHRONIZATION - Exception
1615219346	0	0	5	9	0	Federate "GEM5_NODE0" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 2. Socket 12 - OK
1615219346	1	2	35	7	0	Publish Interaction Class = 3 - OK
1615219346	1	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615219346	1	2	9	8	0	ON at time 0.000000 - OK
1615219346	1	2	8	8	0	ON at time 1.000000 - OK
1615219346	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE1, Handle : 5 created - OK
1615219346	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE1"(5) with handle 1. Socket 13 - OK
1615219346	5	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615219346	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE1, Handle : 6COSSIM_PROC_NET_NODE1 - Exception
1615219346	5	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615219346	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE1"(5) with handle 2. Socket 10 - OK
1615219346	1	2	15	8	0	Label "Init" ended - OK
1615219346	5	1	35	7	0	Publish Interaction Class = 4 - OK
1615219346	5	2	35	7	0	Publish Interaction Class = 3 - OK
1615219346	5	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615219346	5	1	15	8	0	Label "Init" ended - OK
1615219346	5	2	15	8	0	Label "Init" ended - OK
1615219346	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE2, Handle : 7 created - OK
1615219346	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE2"(7) with handle 1. Socket 14 - OK
1615219346	7	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615219346	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE2, Handle : 8COSSIM_PROC_NET_NODE2 - Exception
1615219346	7	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615219346	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE2"(7) with handle 2. Socket 11 - OK
1615219346	7	2	35	7	0	Publish Interaction Class = 3 - OK
1615219346	7	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615219346	7	1	35	7	0	Publish Interaction Class = 4 - OK
1615219346	7	2	15	8	0	Label "Init" ended - OK
1615219346	7	1	15	8	0	Label "Init" ended - OK
1615219346	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 9GLOBAL_SYNCHRONIZATION - Exception
1615219346	0	0	5	9	0	Federate "GEM5_NODE1" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 3. Socket 15 - OK
1615219346	1	3	35	7	0	Publish Interaction Class = 3 - OK
1615219346	1	3	39	7	0	Subscribe Interaction Class = 4 - OK
1615219346	1	3	9	8	0	ON at time 0.000000 - OK
1615219346	1	3	8	8	0	ON at time 1.000000 - OK
1615219346	1	3	15	8	0	Label "Init" ended - OK
1615219347	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 10GLOBAL_SYNCHRONIZATION - Exception
1615219347	0	0	5	9	0	Federate "GEM5_NODE2" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 4. Socket 16 - OK
1615219347	1	4	35	7	0	Publish Interaction Class = 3 - OK
1615219347	1	4	39	7	0	Subscribe Interaction Class = 4 - OK
1615219347	1	4	9	8	0	ON at time 0.000000 - OK
1615219347	1	4	8	8	0	ON at time 1.000000 - OK
1615219347	1	4	15	8	0	Label "Init" ended - OK
1615219347	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE3, Handle : 11 created - OK
1615219347	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE3"(11) with handle 1. Socket 17 - OK
1615219347	11	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615219347	11	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615219347	11	1	35	7	0	Publish Interaction Class = 4 - OK
1615219347	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE3, Handle : 12COSSIM_PROC_NET_NODE3 - Exception
1615219347	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE3"(11) with handle 2. Socket 8 - OK
1615219347	11	2	35	7	0	Publish Interaction Class = 3 - OK
1615219347	11	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615219347	11	2	15	8	0	Label "Init" ended - OK
1615219347	11	1	15	8	0	Label "Init" ended - OK
1615219348	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 13GLOBAL_SYNCHRONIZATION - Exception
1615219348	0	0	5	9	0	Federate "GEM5_NODE3" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 5. Socket 18 - OK
1615219348	1	5	35	7	0	Publish Interaction Class = 3 - OK
1615219348	1	5	39	7	0	Subscribe Interaction Class = 4 - OK
1615219348	1	5	9	8	0	ON at time 0.000000 - OK
1615219348	1	5	8	8	0	ON at time 1.000000 - OK
1615219348	1	5	15	8	0	Label "Init" ended - OK
1615219348	1	1	15	8	0	Label "Init" ended - OK
1615219349	0	0	3	9	0	Federation Name : Node0, Handle : 14 created - OK
1615219349	0	0	5	9	0	Federate "GEM5_CREATOR_FEDERATE" joins Federation "Node0"(14) with handle 1. Socket 19 - OK
1615219349	14	1	12	8	0	Label "Init" registered. Tag is "Waiting all players." - OK
1615219349	14	1	33	7	0	Publish Object Class = 4, # of att. = 5 - OK
1615219349	14	1	37	7	0	Subscribe Object Class = 3, # of att. = 4 - OK
1615219349	14	1	9	8	0	ON at time 0.000000 - OK
1615219349	14	1	8	8	0	ON at time 1.000000 - OK
1615219357	0	0	3	10	36	Federation Name : Node0, Handle : 15Node0 - Exception
1615219357	0	0	5	9	0	Federate "Display" joins Federation "Node0"(14) with handle 2. Socket 20 - OK
1615219357	14	2	33	7	0	Publish Object Class = 3, # of att. = 1 - OK
1615219357	14	2	43	6	0	Register Object Class = 3 - OK
1615219357	14	2	37	7	0	Subscribe Object Class = 4, # of att. = 2 - OK
1615219357	14	2	9	8	0	ON at time 0.000000 - OK
1615219357	14	2	8	8	0	ON at time 0.100000 - OK
1615219357	14	2	15	8	0	Label "Init" ended - OK
1615219357	14	1	15	8	0	Label "Init" ended - OK
1615219943	7	2	7	9	0	Federate 2 resign federation(7) - OK
1615219943	1	4	9	8	0	OFF - OK
1615219943	1	4	8	8	0	OFF - OK
1615219943	1	4	7	9	0	Federate 4 resign federation(1) - OK
1615219943	7	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615219943	7	1	7	9	0	Federate 1 resign federation(7) - OK
1615219943	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE2" (7) destroyed - OK
1615219943	0	0	1	9	0	Socket 11 - OK
1615219943	0	0	1	9	0	Socket 16 - OK
1615219944	11	2	7	9	0	Federate 2 resign federation(11) - OK
1615219944	1	5	9	8	0	OFF - OK
1615219944	1	5	8	8	0	OFF - OK
1615219944	1	5	7	9	0	Federate 5 resign federation(1) - OK
1615219944	0	0	1	9	0	Socket 18 - OK
1615219944	0	0	1	9	0	Socket 8 - OK
1615219944	11	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615219944	11	1	7	9	0	Federate 1 resign federation(11) - OK
1615219944	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE3" (11) destroyed - OK
1615219951	14	1	43	6	0	Register Object Class = 4 - OK
1615221800	5	2	7	9	0	Federate 2 resign federation(5) - OK
1615221800	1	3	9	8	0	OFF - OK
1615221800	1	3	8	8	0	OFF - OK
1615221800	1	3	7	9	0	Federate 3 resign federation(1) - OK
1615221800	5	1	49	10	63	Delete ObjID = 48Object <48> not found in map set. - Exception
1615221800	5	1	7	9	0	Federate 1 resign federation(5) - OK
1615221800	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE1" (5) destroyed - OK
1615221800	0	0	1	9	0	Socket 15 - OK
1615221800	0	0	1	9	0	Socket 10 - OK
1615221811	2	2	7	9	0	Federate 2 resign federation(2) - OK
1615221811	1	2	9	8	0	OFF - OK
1615221811	1	2	8	8	0	OFF - OK
1615221811	1	2	7	9	0	Federate 2 resign federation(1) - OK
1615221811	14	1	43	6	0	Register Object Class = 4 - OK
1615221811	14	1	49	6	0	Delete ObjID = 2 - OK
1615221811	14	1	49	6	0	Delete ObjID = 3 - OK
1615221811	14	1	9	8	0	OFF - OK
1615221811	14	1	8	8	0	OFF - OK
1615221811	14	1	49	10	19	Delete ObjID = 1 - Exception
1615221811	14	1	7	9	0	Federate 1 resign federation(14) - OK
1615221811	14	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1615221811	0	0	4	10	33	< Display > - Exception
1615221811	2	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615221811	14	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1615221811	2	1	7	9	0	Federate 1 resign federation(2) - OK
1615221811	14	2	34	7	0	Unpublish Object Class = 3, # of att. = 0 - OK
1615221811	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE0" (2) destroyed - OK
1615221811	14	2	49	6	0	Delete ObjID = 1 - OK
1615221811	1	1	49	10	63	Delete ObjID = 4543488Object <4543488> not found in map set. - Exception
1615221811	14	2	49	10	63	Delete ObjID = 2Object <2> not found in map set. - Exception
1615221811	14	2	49	10	63	Delete ObjID = 3Object <3> not found in map set. - Exception
1615221811	14	2	8	8	0	OFF - OK
1615221811	14	2	7	9	0	Federate 2 resign federation(14) - OK
1615221811	1	1	9	8	0	OFF - OK
1615221811	0	0	1	9	0	Socket 20 - OK
1615221811	1	1	8	8	0	OFF - OK
1615221811	1	1	7	9	0	Federate 1 resign federation(1) - OK
1615221811	0	0	4	9	0	Federation Name "GLOBAL_SYNCHRONIZATION" (1) destroyed - OK
1615221816	0	0	4	9	0	Federation Name "Node0" (14) destroyed - OK
1615221816	0	0	1	9	0	Socket 19 - OK
1615221816	0	0	1	9	0	Socket 12 - OK
1615221816	0	0	1	9	0	Socket 9 - OK
1615221824	0	0	1	9	0	Socket 7 - OK
1615221824	0	0	1	9	0	Socket 6 - OK
1615221824	0	0	1	9	0	Socket 14 - OK
1615221824	0	0	1	9	0	Socket 13 - OK
1615221824	0	0	1	9	0	Socket 17 - OK
date	fed-o	fed	type	level	status	comment
1645451055	0	0	128	10	0	
1645451064	0	0	3	9	0	Federation Name : Node0, Handle : 1 created - OK
1645451064	0	0	5	9	0	Federate "GEM5_CREATOR_FEDERATE" joins Federation "Node0"(1) with handle 1. Socket 6 - OK
1645451064	1	1	12	8	0	Label "Init" registered. Tag is "Waiting all players." - OK
1645451064	1	1	33	7	0	Publish Object Class = 4, # of att. = 6 - OK
1645451064	1	1	37	7	0	Subscribe Object Class = 3, # of att. = 5 - OK
1645451064	1	1	9	8	0	ON at time 0.000000 - OK
1645451064	1	1	8	8	0	ON at time 1.000000 - OK
1645451070	0	0	3	10	36	Federation Name : Node0, Handle : 2Node0 - Exception
1645451070	0	0	5	9	0	Federate "Display" joins Federation "Node0"(1) with handle 2. Socket 7 - OK
1645451070	1	2	33	7	0	Publish Object Class = 3, # of att. = 1 - OK
1645451070	1	2	43	6	0	Register Object Class = 3 - OK
1645451070	1	2	37	7	0	Subscribe Object Class = 4, # of att. = 2 - OK
1645451070	1	2	9	8	0	ON at time 0.000000 - OK
1645451070	1	2	8	8	0	ON at time 0.100000 - OK
1645451070	1	2	15	8	0	Label "Init" ended - OK
1645451070	1	1	15	8	0	Label "Init" ended - OK
1645451236	1	1	43	6	0	Register Object Class = 4 - OK
1645451244	1	1	43	6	0	Register Object Class = 4 - OK
1645451244	1	1	49	6	0	Delete ObjID = 2 - OK
1645451244	1	1	49	6	0	Delete ObjID = 3 - OK
1645451244	1	1	9	8	0	OFF - OK
1645451244	1	1	8	8	0	OFF - OK
1645451244	1	1	49	10	19	Delete ObjID = 1 - Exception
1645451244	1	1	7	9	0	Federate 1 resign federation(1) - OK
1645451244	0	0	4	10	33	< Display > - Exception
1645451244	1	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1645451244	1	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1645451244	1	2	34	7	0	Unpublish Object Class = 3, # of att. = 0 - OK
1645451244	1	2	49	6	0	Delete ObjID = 1 - OK
1645451244	1	2	8	8	0	OFF - OK
1645451244	1	2	7	9	0	Federate 2 resign federation(1) - OK
1645451244	0	0	1	9	0	Socket 7 - OK
1645451249	0	0	4	9	0	Federation Name "Node0" (1) destroyed - OK
1645451249	0	0	1	9	0	Socket 6 - OK
